Number.of.houses,Avg.size.household,Avg.age,Married,Living.together,Other.relation,Singles,Household.without.children,Household.with.children,High.level.education,Medium.level.education,Lower.level.education,High.status,Entrepreneur,Farmer,Middle.management,Skilled.labourers,Unskilled.labourers,Social.class.A,Social.class.B1,Social.class.B2,Social.class.C,Social.class.D,Rented.house,Home.owners,X1.car,X2.car,No.car,National.Health.Service,Private.health.insurance,Income...30.000,Income.30.45.000,Income.45.75.000,Income.75.122.000,Income.123,Purchasing_power_class,Number.of.private.third.party.insurance,Number.of.third.party.insurance..firms.,Number.of.third.party.insurane..agriculture.,Number.of.car.policies,Number.of.delivery.van.policies,Number.of.motorcycle.scooter.policies,Number.of.lorry.policies,Number.of.trailer.policies,Number.of.tractor.policies,Number.of.agricultural.machines.policies,Number.of.moped.policies,Number.of.life.insurances,Number.of.private.accident.insurance.policies,Number.of.family.accidents.insurance.policies,Number.of.disability.insurance.policies,Number.of.fire.policies,Number.of.surfboard.policies,Number.of.boat.policies,Number.of.bicycle.policies,Number.of.property.insurance.policies,Number.of.social.security.insurance.policies
1,3,2,9,0,0,0,3,6,1,7,2,1,1,0,8,1,1,1,2,2,5,0,5,4,6,1,3,5,4,2,6,2,0,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,3,3,7,0,2,1,5,4,2,4,3,3,0,3,2,2,1,4,2,2,2,0,2,7,8,1,0,5,4,2,4,4,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,7,1,2,8,0,1,5,4,0,1,0,0,3,3,3,0,5,1,3,0,8,1,7,1,2,6,3,3,5,1,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,3,2,7,2,0,0,4,5,0,2,7,0,2,0,2,4,2,0,0,4,5,0,2,7,5,4,0,9,0,0,5,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,3,7,1,2,1,3,5,0,4,5,2,1,0,3,2,3,1,3,2,4,1,0,9,6,2,2,5,4,0,5,3,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2,3,5,1,4,3,4,2,0,4,5,1,1,2,4,3,1,1,3,3,3,1,2,7,5,1,4,7,2,5,3,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2,2,4,3,2,2,6,1,1,5,4,1,0,0,5,1,4,1,2,4,4,0,9,0,7,2,1,8,1,4,3,2,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,3,7,0,2,0,2,7,0,4,5,0,0,0,0,9,0,0,0,0,9,0,9,0,5,0,4,9,0,4,5,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,3,6,0,3,3,3,3,0,1,8,0,0,0,4,0,5,0,1,1,5,3,9,0,7,0,2,9,0,6,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,3,3,6,1,3,1,5,4,1,5,3,1,0,1,4,2,3,1,3,4,2,1,2,7,4,0,5,7,2,2,3,3,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,3,3,6,1,2,1,2,7,0,3,6,0,0,0,2,2,6,0,1,1,7,1,9,0,7,0,2,7,2,6,3,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2,2,9,0,0,0,5,4,0,5,4,7,0,0,2,0,0,0,4,0,5,0,0,9,9,0,0,7,2,0,5,2,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2,4,5,1,4,4,2,4,1,3,6,2,1,1,3,2,3,1,2,1,4,2,2,7,5,1,4,6,3,3,4,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,3,9,0,0,0,3,6,5,3,2,4,0,0,5,0,0,3,2,3,2,0,0,9,7,2,0,2,7,0,5,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2,3,3,3,4,4,3,3,2,5,2,2,0,0,3,1,4,1,3,4,2,1,8,1,6,0,3,8,1,4,2,3,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,3,5,0,4,0,5,4,0,0,9,0,0,2,0,3,5,0,0,0,9,0,9,0,3,2,4,7,2,9,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2,4,6,1,3,3,4,3,2,5,3,2,0,0,5,1,2,1,2,2,4,1,7,2,5,1,3,6,3,5,2,2,1,0,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,3,3,8,0,1,0,3,6,0,3,6,0,2,0,5,3,1,0,2,4,4,1,1,8,8,1,0,8,1,0,6,3,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,3,4,1,5,4,2,3,1,3,5,1,0,1,2,3,4,1,2,2,5,1,5,4,5,1,3,8,1,5,3,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,2,9,0,0,0,0,9,0,3,6,0,0,0,7,0,2,0,2,0,6,2,0,9,9,0,0,9,0,2,0,5,2,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,5,2,3,3,2,5,1,4,5,1,0,0,3,4,2,1,2,2,5,1,8,1,6,1,2,8,1,6,3,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,2,1,4,5,5,4,1,1,6,2,1,0,0,6,1,3,1,4,3,3,0,9,0,3,2,4,6,3,3,4,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,3,4,7,1,2,4,4,2,0,4,5,0,0,0,9,0,0,0,4,0,5,0,7,2,6,2,1,5,4,5,4,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2,3,6,1,3,2,4,4,2,2,6,2,0,0,2,3,3,2,1,2,5,1,5,4,6,1,2,6,3,3,4,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,3,3,9,0,0,0,4,5,1,2,7,1,0,0,3,5,2,1,2,1,7,1,4,5,6,2,2,7,2,2,5,2,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1,3,2,7,2,0,0,4,5,4,4,2,1,0,0,6,1,2,1,3,3,3,1,7,2,9,0,0,5,4,2,3,4,2,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,3,4,6,0,3,2,2,5,0,5,5,3,0,5,1,0,1,3,1,5,1,0,0,9,3,3,3,2,7,2,5,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,3,7,2,1,0,3,6,2,5,2,5,1,0,3,1,1,3,2,3,1,1,1,8,6,0,3,4,5,1,1,6,2,1,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2,4,6,0,3,3,6,1,1,4,5,1,0,0,5,2,2,1,3,0,4,3,7,2,7,0,2,9,0,5,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2,4,6,0,3,3,4,3,2,4,4,5,0,3,2,0,0,3,2,3,2,0,7,2,5,2,3,4,5,3,2,5,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,3,4,7,0,2,2,4,4,0,3,6,4,0,0,0,3,3,3,0,3,3,2,9,0,4,2,3,9,0,3,4,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2,4,7,0,2,2,6,2,3,5,1,6,1,0,2,0,1,6,0,2,2,0,6,3,7,2,0,3,6,2,4,4,1,0,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,3,2,8,1,0,0,2,7,0,3,6,0,0,0,4,3,3,0,1,3,6,0,3,6,6,3,0,9,0,2,5,2,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,2,7,0,2,1,2,6,1,2,7,1,0,1,2,5,2,1,1,2,6,1,1,8,8,0,1,8,1,0,4,5,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1,2,4,3,4,2,2,5,2,4,3,2,8,0,0,1,1,0,5,2,3,1,0,0,9,9,0,0,2,7,0,6,1,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
3,2,3,9,0,0,3,6,1,3,6,0,2,0,0,0,4,4,3,0,3,4,0,3,6,7,1,1,5,4,3,2,3,3,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,2,6,1,2,2,3,5,0,4,5,2,0,0,0,5,3,0,1,4,3,1,4,5,5,1,3,7,2,2,5,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,3,6,0,3,2,4,4,4,3,2,7,0,0,0,2,0,7,0,0,2,0,0,9,9,0,0,4,5,0,5,4,0,0,6,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
1,3,4,9,0,0,0,6,3,0,6,3,4,0,0,4,0,3,3,0,4,3,0,4,6,9,0,0,6,4,3,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,4,9,0,0,0,6,3,1,4,5,3,1,3,1,2,1,2,1,5,2,0,2,7,6,3,0,5,4,5,2,0,1,1,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2,3,5,1,4,3,3,4,2,2,6,1,1,1,2,4,2,1,1,2,5,1,4,5,6,1,2,7,2,3,5,2,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,2,8,0,1,2,2,6,4,5,0,5,0,0,3,0,2,5,2,1,2,0,5,4,4,2,4,1,8,2,1,4,3,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,2,9,0,0,0,1,8,1,2,7,1,0,0,2,4,2,1,1,2,6,1,6,3,8,1,1,7,2,2,4,4,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,3,5,2,3,2,2,6,0,4,5,0,0,0,4,4,1,0,0,2,7,1,1,8,6,2,2,8,1,4,1,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,2,8,0,1,1,2,6,2,3,4,2,0,0,3,4,1,2,3,1,4,1,5,4,7,2,0,7,2,1,2,5,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,3,6,0,3,3,3,4,0,4,5,1,0,0,3,5,2,1,2,0,7,1,8,1,5,0,4,9,0,0,0,9,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,4,2,0,7,6,0,3,0,2,7,4,0,0,0,0,5,0,2,0,7,0,6,3,3,0,6,7,2,7,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,6,2,1,7,7,2,0,0,0,9,0,0,1,2,5,2,0,0,1,6,3,9,0,1,0,8,8,1,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,2,6,0,3,0,1,8,0,4,5,0,0,0,4,2,4,0,2,4,3,2,9,0,6,3,0,9,0,2,7,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,3,3,7,1,2,2,3,4,1,3,5,1,1,1,2,3,3,2,2,2,4,1,4,5,6,2,2,7,2,1,4,4,1,0,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,3,3,7,0,2,1,6,2,2,3,5,3,0,1,2,4,1,2,2,1,3,2,2,7,6,2,2,6,3,2,4,4,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,3,6,0,3,2,3,5,1,2,6,1,0,1,4,2,4,1,2,2,5,2,2,7,7,0,2,7,2,0,4,5,0,0,3,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0
1,3,3,9,0,0,0,3,6,5,3,2,4,0,0,5,0,0,3,2,3,2,0,0,9,7,2,0,2,7,0,5,0,4,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2,2,2,2,6,4,4,2,1,4,4,2,0,0,3,1,4,2,2,3,4,0,9,0,7,1,2,6,3,5,3,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2,4,5,0,4,4,2,3,0,3,6,0,0,2,0,3,5,2,0,0,5,3,0,9,3,2,4,7,2,5,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2,5,6,0,3,3,5,2,1,5,3,1,0,1,4,4,0,1,0,5,2,3,8,1,4,3,3,4,5,3,2,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2,2,1,2,6,3,4,3,2,5,3,1,0,0,5,2,2,1,4,2,3,0,9,0,5,1,3,5,4,4,3,3,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,4,6,1,3,2,4,3,1,3,6,2,0,1,4,3,2,1,2,2,4,2,4,5,4,0,5,7,2,5,2,2,1,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2,2,7,1,2,5,3,2,0,5,4,0,0,0,0,9,0,0,0,0,6,3,5,4,7,1,2,7,2,3,4,0,3,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2,2,2,3,4,3,4,2,1,5,4,1,0,0,2,2,4,1,1,3,4,2,8,1,6,1,3,8,1,5,4,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2,3,5,1,3,3,4,3,3,4,3,4,1,0,3,1,2,3,2,2,3,1,1,8,6,2,2,4,5,3,2,3,1,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,3,5,0,4,2,3,4,0,3,6,0,0,2,0,3,5,1,0,0,7,2,4,5,3,2,4,7,2,6,2,2,0,0,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,3,3,6,2,1,0,3,6,0,6,3,3,0,5,2,0,0,2,4,4,0,0,0,9,6,1,2,6,3,0,7,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2,3,6,2,3,3,4,3,1,4,5,1,1,0,3,2,4,1,2,2,5,1,5,4,6,1,3,7,2,3,4,3,1,0,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,2,4,6,1,2,1,4,5,4,1,5,2,0,0,3,3,2,3,1,5,2,0,3,6,7,0,2,8,1,2,5,2,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,2,7,2,0,0,4,5,0,2,7,0,2,0,2,4,2,0,0,4,5,0,2,7,5,4,0,9,0,0,5,4,0,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,2,7,1,2,0,3,6,0,3,6,0,0,0,0,6,3,0,0,0,9,0,5,4,9,0,0,5,4,0,9,0,0,0,5,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0
1,2,3,9,0,0,0,6,3,3,5,2,2,0,0,7,0,1,1,2,4,3,0,5,4,7,2,0,7,2,2,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,3,7,1,2,0,2,7,2,0,7,5,0,0,2,0,3,2,2,5,2,0,6,3,6,2,1,5,4,7,2,0,0,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,3,3,9,0,0,0,4,5,8,1,0,9,0,0,0,0,0,9,0,0,0,0,0,9,7,2,0,2,7,0,1,3,5,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,3,9,0,0,0,5,4,3,4,3,2,0,0,5,2,1,2,1,3,4,1,2,7,5,4,0,5,4,0,2,3,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,3,3,6,1,2,2,4,4,2,2,6,2,1,1,2,3,2,2,1,2,4,2,6,3,6,1,3,7,2,3,4,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,3,4,6,0,3,3,2,5,3,2,4,6,2,0,1,1,0,4,1,3,3,0,3,6,6,2,1,3,6,3,1,4,1,2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,3,7,0,2,0,2,7,2,1,7,0,2,0,1,1,5,2,0,0,7,0,4,5,6,1,2,7,2,0,6,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,3,6,3,1,1,5,3,2,4,3,1,0,1,6,1,2,1,3,3,2,1,2,7,4,0,5,7,2,3,3,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,5,5,0,4,6,2,2,1,3,6,1,0,0,1,1,8,1,1,1,4,5,8,1,3,0,6,9,0,3,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2,3,5,1,3,2,4,3,0,3,6,1,0,1,2,2,5,1,1,2,5,3,8,1,6,1,3,6,3,4,4,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,3,3,9,0,0,0,5,4,0,0,9,0,0,5,0,0,4,0,0,5,4,0,0,9,9,0,0,9,0,4,1,4,2,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,3,5,1,3,3,3,4,2,4,4,2,1,1,4,2,2,2,2,3,2,2,4,5,4,2,3,6,3,2,4,4,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,3,2,8,0,1,1,3,6,1,4,5,2,1,1,4,2,2,1,3,0,6,0,7,2,7,1,2,8,1,1,7,2,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2,4,6,0,3,4,0,5,3,4,3,2,2,0,6,0,0,3,1,5,2,0,9,0,9,0,0,2,7,6,0,2,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1,2,3,4,2,3,2,6,2,5,2,3,0,0,0,5,2,3,4,3,0,3,0,5,4,2,0,7,7,2,4,3,2,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,3,3,7,0,2,2,1,6,0,2,7,0,0,0,3,6,0,0,1,1,6,2,4,5,5,2,3,8,1,3,4,2,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,2,9,0,0,0,3,6,5,3,2,7,0,0,2,0,1,7,1,1,2,0,0,9,5,4,0,2,7,0,2,4,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,3,2,7,1,1,1,3,5,3,5,2,3,1,0,4,2,2,2,3,3,2,1,3,6,7,1,2,5,4,2,3,4,2,1,6,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
1,2,4,7,0,2,2,6,2,3,5,1,6,1,0,2,0,1,6,0,2,2,0,6,3,7,2,0,3,6,2,4,4,1,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,4,3,9,0,0,0,3,6,2,4,3,2,0,0,4,2,2,2,2,3,3,0,0,9,5,0,4,7,2,0,6,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2,5,6,0,3,2,4,3,1,3,5,5,1,1,2,2,1,2,1,4,3,0,1,8,5,1,3,6,3,5,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2,5,6,0,3,2,5,3,0,5,5,3,2,0,2,2,2,0,4,5,0,0,2,7,5,2,3,0,9,1,3,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,3,7,0,2,2,4,3,0,7,2,0,0,0,7,0,2,0,3,5,2,0,9,0,9,0,0,9,0,4,5,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,3,2,7,0,2,1,4,4,3,5,2,2,0,0,4,1,3,1,3,3,3,1,5,4,7,0,2,6,3,3,3,3,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,3,7,1,2,1,2,7,1,2,7,0,0,0,3,3,4,0,1,1,6,3,8,1,6,1,3,7,2,2,6,2,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,2,2,6,1,2,5,2,2,4,3,2,2,0,1,4,2,3,1,2,3,4,1,6,3,6,2,2,6,3,5,2,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,3,3,7,0,2,0,4,5,0,0,9,0,0,0,0,5,4,0,0,0,6,3,5,4,5,3,3,9,0,4,5,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,5,4,0,5,7,1,1,0,1,8,0,0,0,0,5,4,0,0,0,5,4,8,1,4,0,5,7,2,5,4,1,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,3,4,5,1,4,1,4,4,5,3,1,2,3,0,4,1,1,5,3,1,1,1,2,7,5,1,3,5,4,3,1,4,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1,2,4,9,0,0,0,7,2,4,5,0,6,0,0,3,0,0,6,3,0,0,0,0,9,7,2,0,3,6,0,0,9,0,0,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2,3,5,1,4,4,1,5,0,2,7,0,0,1,2,6,1,0,2,1,7,1,8,1,5,1,4,8,1,5,3,2,0,0,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1,3,3,9,0,0,0,1,8,0,4,5,1,0,0,3,5,2,1,2,1,4,3,9,0,5,3,2,7,2,0,3,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,4,7,0,2,4,0,5,4,0,5,2,0,0,4,1,3,0,0,5,3,3,9,0,7,0,2,6,3,6,0,3,0,0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2,5,5,0,4,4,4,2,0,2,7,0,0,0,3,6,0,0,0,3,5,2,9,0,5,0,4,9,0,6,2,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
1,2,4,6,0,3,5,3,2,4,4,2,7,0,0,0,2,0,5,0,4,1,0,0,9,9,0,0,2,7,1,3,6,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2,2,4,1,5,3,0,6,0,0,9,0,0,0,0,4,5,0,0,0,4,5,9,0,5,1,3,8,1,5,4,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2,4,9,0,0,0,6,3,0,0,9,0,0,0,2,4,4,0,0,0,7,2,9,0,7,2,0,9,0,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,3,3,7,2,0,0,3,6,0,4,5,2,0,2,0,4,3,2,0,2,5,0,4,5,7,2,0,5,4,2,2,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,3,9,0,0,0,5,4,3,4,3,2,0,0,5,2,1,2,1,3,4,1,2,7,5,4,0,5,4,0,2,3,2,3,6,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2,4,6,1,2,2,5,3,1,1,7,1,1,1,3,3,2,1,2,2,5,1,3,6,6,2,2,7,2,4,3,2,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,4,2,4,6,3,1,6,1,3,4,0,0,0,0,5,1,0,6,0,3,8,1,5,1,4,5,4,5,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,3,3,9,0,0,0,4,5,0,3,6,0,0,0,0,5,5,0,0,2,5,2,9,0,3,2,4,9,0,6,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,2,7,0,2,0,0,9,1,3,5,3,0,0,2,3,3,3,0,2,4,1,2,7,6,3,0,6,3,4,4,2,0,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,3,7,1,1,5,1,4,5,4,0,4,0,0,5,1,0,1,8,0,0,0,9,0,8,1,1,4,5,0,5,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,3,4,0,5,3,2,5,1,3,6,0,0,2,2,4,3,0,1,3,5,1,2,7,5,1,3,7,2,3,3,3,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,3,3,6,1,2,2,4,4,2,2,6,2,1,1,2,3,2,2,1,2,4,2,6,3,6,1,3,7,2,3,4,2,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,3,6,0,3,2,2,5,1,4,5,2,1,1,3,3,2,2,2,2,4,1,3,6,6,1,2,6,3,3,2,3,1,1,6,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1,3,3,7,1,2,3,2,5,1,3,6,2,1,1,2,3,3,1,1,1,5,2,5,4,5,2,2,7,2,4,4,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2,2,3,4,2,0,4,5,0,2,7,0,0,0,4,5,0,0,0,2,7,0,0,9,6,3,0,7,2,3,3,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,4,7,0,2,2,6,2,3,5,1,6,1,0,2,0,1,6,0,2,2,0,6,3,7,2,0,3,6,2,4,4,1,0,6,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1,3,3,7,1,2,1,2,6,1,4,5,2,1,0,3,2,3,1,3,2,4,1,3,6,6,2,2,6,3,2,4,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
